state	yr	qtr	index_nsa	index_sa	Warning
SD	1999	4	152.67	153.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2000	1	155.06	155.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2000	2	158.95	157.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2000	3	161.35	159.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2000	4	159.08	159.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2001	1	161.42	161.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2001	2	165.02	163.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2001	3	167.37	165.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2001	4	168.08	168.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2002	1	167.44	167.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2002	2	173.20	171.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2002	3	172.45	170.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2002	4	173.50	173.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2003	1	174.31	174.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2003	2	178.92	177.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2003	3	183.73	181.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2003	4	183.00	183.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2004	1	184.78	185.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2004	2	189.09	187.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2004	3	194.04	191.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2004	4	192.66	192.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2005	1	196.57	196.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2005	2	202.19	200.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2005	3	202.69	200.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2005	4	207.38	207.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	1	206.59	206.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	2	212.27	210.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	3	214.00	211.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	4	213.81	214.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	1	215.78	216.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	2	218.62	216.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	3	220.37	218.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	4	220.66	220.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	1	221.62	221.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	2	223.12	221.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	3	224.26	221.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	4	219.75	219.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	1	220.81	220.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	2	223.35	221.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	3	221.42	219.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	4	221.63	221.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	1	221.07	221.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	2	220.53	218.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	3	219.74	217.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	4	215.06	214.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	1	216.64	216.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	2	218.05	216.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	3	220.74	218.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	4	222.70	222.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	1	219.09	219.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	2	224.68	223.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	3	227.24	225.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	4	228.04	227.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	1	230.08	230.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	2	232.68	231.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	3	239.33	237.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	4	240.07	239.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2014	1	241.63	242.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2014	2	246.93	245.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2014	3	246.55	244.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2014	4	250.33	249.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2015	1	247.99	248.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2015	2	255.02	253.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2015	3	258.03	255.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2015	4	259.98	259.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2016	1	262.07	262.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2016	2	266.83	264.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
TN	1991	1	100.00	100.00	
TN	1991	2	100.60	100.14	
TN	1991	3	100.83	100.21	
TN	1991	4	101.94	101.62	
TN	1992	1	102.62	102.60	
TN	1992	2	102.57	102.11	
TN	1992	3	104.66	104.02	
TN	1992	4	104.92	104.62	
TN	1993	1	104.82	104.78	
TN	1993	2	107.14	106.67	
TN	1993	3	108.74	108.03	
TN	1993	4	109.93	109.67	
TN	1994	1	111.49	111.43	
TN	1994	2	113.45	112.92	
TN	1994	3	115.33	114.58	
TN	1994	4	115.81	115.60	
TN	1995	1	118.06	117.98	
TN	1995	2	119.47	118.84	
TN	1995	3	121.34	120.57	
TN	1995	4	122.94	122.81	
TN	1996	1	123.91	123.77	
TN	1996	2	126.04	125.31	
TN	1996	3	127.92	127.18	
TN	1996	4	128.13	128.02	
TN	1997	1	129.59	129.41	
TN	1997	2	131.51	130.69	
TN	1997	3	131.69	131.00	
TN	1997	4	132.09	131.97	
TN	1998	1	133.73	133.52	
TN	1998	2	136.28	135.39	
TN	1998	3	137.25	136.64	
TN	1998	4	138.23	138.04	
TN	1999	1	140.02	139.79	
TN	1999	2	141.41	140.50	
TN	1999	3	142.70	142.10	
TN	1999	4	143.92	143.69	
TN	2000	1	144.63	144.35	
TN	2000	2	146.66	145.78	
TN	2000	3	147.07	146.47	
TN	2000	4	147.42	147.10	
TN	2001	1	148.47	148.22	
TN	2001	2	149.67	148.83	
TN	2001	3	150.22	149.54	
TN	2001	4	151.88	151.55	
TN	2002	1	152.61	152.40	
TN	2002	2	153.88	153.03	
TN	2002	3	155.67	154.89	
TN	2002	4	155.80	155.47	
TN	2003	1	157.79	157.67	
TN	2003	2	160.23	159.28	
TN	2003	3	161.81	160.91	
TN	2003	4	163.56	163.28	
TN	2004	1	164.58	164.57	
TN	2004	2	168.27	167.14	
TN	2004	3	171.06	170.07	
TN	2004	4	172.00	171.76	
TN	2005	1	175.67	175.82	
TN	2005	2	179.28	177.90	
TN	2005	3	182.48	181.33	
TN	2005	4	185.70	185.57	
TN	2006	1	189.32	189.64	
TN	2006	2	194.34	192.65	
TN	2006	3	195.97	194.67	
TN	2006	4	197.79	197.65	
TN	2007	1	199.60	200.24	
TN	2007	2	204.56	202.55	
TN	2007	3	204.44	203.02	
TN	2007	4	202.22	202.00	
TN	2008	1	199.90	200.96	
TN	2008	2	200.20	198.00	
TN	2008	3	196.97	195.54	
TN	2008	4	192.33	191.91	
TN	2009	1	190.59	192.16	
TN	2009	2	191.86	189.45	
TN	2009	3	190.86	189.44	
TN	2009	4	189.34	188.78	
TN	2010	1	183.91	185.86	
TN	2010	2	188.55	185.94	
TN	2010	3	183.86	182.49	
TN	2010	4	181.71	181.04	
TN	2011	1	176.24	178.40	
TN	2011	2	179.67	176.97	
TN	2011	3	183.49	182.19	
TN	2011	4	180.78	180.08	
TN	2012	1	177.36	179.60	
TN	2012	2	185.42	182.54	
TN	2012	3	185.39	184.15	
TN	2012	4	187.02	186.32	
TN	2013	1	187.92	190.23	
TN	2013	2	195.90	192.82	
TN	2013	3	196.07	194.85	
TN	2013	4	198.39	197.74	
TN	2014	1	198.86	201.06	
TN	2014	2	205.27	202.13	
TN	2014	3	206.50	205.31	
TN	2014	4	206.51	205.85	
TN	2015	1	210.48	212.62	
TN	2015	2	216.90	213.66	
TN	2015	3	218.36	217.21	
TN	2015	4	221.71	220.97	
TN	2016	1	221.04	223.18	
TN	2016	2	230.11	226.75	
TX	1991	1	100.00	100.00	
TX	1991	2	100.68	100.02	
TX	1991	3	100.89	100.16	
TX	1991	4	100.48	99.96	
TX	1992	1	101.81	101.80	
TX	1992	2	102.21	101.54	
TX	1992	3	103.44	102.69	
TX	1992	4	104.20	103.68	
TX	1993	1	104.03	104.01	
TX	1993	2	105.74	105.05	
TX	1993	3	107.00	106.20	
TX	1993	4	108.01	107.50	
TX	1994	1	108.64	108.62	
TX	1994	2	109.98	109.25	
TX	1994	3	110.52	109.67	
TX	1994	4	110.55	110.07	
TX	1995	1	110.77	110.73	
TX	1995	2	112.02	111.27	
TX	1995	3	112.96	112.06	
TX	1995	4	113.31	112.89	
TX	1996	1	113.57	113.51	
TX	1996	2	114.83	114.02	
TX	1996	3	115.65	114.72	
TX	1996	4	115.31	114.94	
TX	1997	1	115.48	115.41	
TX	1997	2	117.34	116.48	
TX	1997	3	118.02	117.05	
TX	1997	4	118.79	118.46	
TX	1998	1	120.51	120.44	
TX	1998	2	122.68	121.75	
TX	1998	3	124.84	123.83	
TX	1998	4	125.87	125.55	
TX	1999	1	127.48	127.41	
TX	1999	2	130.68	129.65	
TX	1999	3	132.60	131.52	
TX	1999	4	134.41	134.10	
TX	2000	1	136.61	136.54	
TX	2000	2	139.83	138.68	
TX	2000	3	142.27	141.12	
TX	2000	4	143.42	143.11	
TX	2001	1	144.97	144.91	
TX	2001	2	147.77	146.54	
TX	2001	3	148.98	147.77	
TX	2001	4	149.10	148.80	
TX	2002	1	149.93	149.88	
TX	2002	2	152.86	151.55	
TX	2002	3	153.63	152.38	
TX	2002	4	153.93	153.65	
TX	2003	1	154.43	154.38	
TX	2003	2	156.47	155.11	
TX	2003	3	157.28	155.99	
TX	2003	4	157.26	157.00	
TX	2004	1	158.46	158.41	
TX	2004	2	161.22	159.80	
TX	2004	3	162.45	161.10	
TX	2004	4	162.94	162.69	
TX	2005	1	164.76	164.75	
TX	2005	2	168.60	167.07	
TX	2005	3	171.14	169.68	
TX	2005	4	172.73	172.50	
TX	2006	1	175.35	175.43	
TX	2006	2	179.26	177.53	
TX	2006	3	182.01	180.41	
TX	2006	4	183.77	183.57	
TX	2007	1	186.17	186.42	
TX	2007	2	190.13	188.13	
TX	2007	3	191.15	189.38	
TX	2007	4	190.73	190.62	
TX	2008	1	189.36	189.83	
TX	2008	2	191.78	189.51	
TX	2008	3	192.19	190.37	
TX	2008	4	188.07	188.07	
TX	2009	1	187.27	187.92	
TX	2009	2	190.55	188.03	
TX	2009	3	190.07	188.24	
TX	2009	4	189.22	189.34	
TX	2010	1	188.77	189.59	
TX	2010	2	192.23	189.42	
TX	2010	3	190.31	188.51	
TX	2010	4	185.16	185.36	
TX	2011	1	184.18	185.04	
TX	2011	2	188.55	185.65	
TX	2011	3	187.56	185.82	
TX	2011	4	187.00	187.27	
TX	2012	1	189.06	189.93	
TX	2012	2	195.61	192.52	
TX	2012	3	197.92	196.14	
TX	2012	4	199.24	199.57	
TX	2013	1	200.99	201.83	
TX	2013	2	209.37	206.12	
TX	2013	3	211.00	209.09	
TX	2013	4	213.43	213.82	
TX	2014	1	217.71	218.51	
TX	2014	2	223.29	219.89	
TX	2014	3	226.73	224.68	
TX	2014	4	227.51	227.95	
TX	2015	1	232.10	232.84	
TX	2015	2	240.69	237.15	
TX	2015	3	243.87	241.61	
TX	2015	4	245.19	245.71	
TX	2016	1	248.97	249.68	
TX	2016	2	257.58	253.86	
UT	1991	1	100.00	100.00	
UT	1991	2	101.49	100.54	
UT	1991	3	102.39	101.87	
UT	1991	4	104.24	103.71	
UT	1992	1	106.06	106.08	
UT	1992	2	109.64	108.62	
UT	1992	3	110.56	109.95	
UT	1992	4	114.60	114.07	
UT	1993	1	117.71	117.75	
UT	1993	2	123.05	121.90	
UT	1993	3	128.58	127.80	
UT	1993	4	134.01	133.47	
UT	1994	1	138.03	138.08	
UT	1994	2	145.71	144.36	
UT	1994	3	149.62	148.57	
UT	1994	4	152.43	151.93	
UT	1995	1	155.39	155.49	
UT	1995	2	158.30	156.76	
UT	1995	3	162.35	161.14	
UT	1995	4	164.33	163.92	
UT	1996	1	168.17	168.25	
UT	1996	2	172.25	170.51	
UT	1996	3	174.72	173.42	
UT	1996	4	175.70	175.39	
UT	1997	1	175.58	175.57	
UT	1997	2	179.79	177.92	
UT	1997	3	180.43	179.17	
UT	1997	4	180.27	180.01	
UT	1998	1	182.43	182.31	
UT	1998	2	186.43	184.46	
UT	1998	3	185.10	183.92	
UT	1998	4	187.20	186.96	
UT	1999	1	187.90	187.63	
UT	1999	2	190.68	188.69	
UT	1999	3	190.39	189.28	
UT	1999	4	191.20	190.94	
UT	2000	1	192.22	191.81	
UT	2000	2	194.35	192.41	
UT	2000	3	195.42	194.30	
UT	2000	4	194.55	194.29	
UT	2001	1	196.58	196.03	
UT	2001	2	198.61	196.80	
UT	2001	3	197.77	196.56	
UT	2001	4	198.07	197.76	
UT	2002	1	199.35	198.80	
UT	2002	2	200.59	198.92	
UT	2002	3	201.14	199.76	
UT	2002	4	203.18	202.80	
UT	2003	1	202.59	202.12	
UT	2003	2	206.49	204.90	
UT	2003	3	208.25	206.68	
UT	2003	4	207.86	207.33	
UT	2004	1	211.37	211.14	
UT	2004	2	216.26	214.62	
UT	2004	3	220.65	218.76	
UT	2004	4	224.38	223.76	
UT	2005	1	228.91	228.96	
UT	2005	2	237.50	235.66	
UT	2005	3	247.82	245.41	
UT	2005	4	256.98	256.33	
UT	2006	1	265.58	265.93	
UT	2006	2	278.19	275.97	
UT	2006	3	290.20	287.05	
UT	2006	4	300.71	300.03	
UT	2007	1	308.93	309.77	
UT	2007	2	321.75	318.98	
UT	2007	3	324.33	320.51	
UT	2007	4	317.22	316.50	
UT	2008	1	312.73	314.16	
UT	2008	2	310.06	307.13	
UT	2008	3	301.78	297.83	
UT	2008	4	287.44	286.95	
UT	2009	1	278.42	280.18	
UT	2009	2	272.25	269.31	
UT	2009	3	269.00	265.26	
UT	2009	4	264.16	263.94	
UT	2010	1	255.80	257.72	
UT	2010	2	259.40	256.26	
UT	2010	3	255.08	251.37	
UT	2010	4	249.80	249.92	
UT	2011	1	236.59	238.51	
UT	2011	2	239.37	236.05	
UT	2011	3	243.30	239.82	
UT	2011	4	238.56	239.02	
UT	2012	1	243.79	245.65	
UT	2012	2	256.31	252.41	
UT	2012	3	260.87	257.27	
UT	2012	4	264.10	265.08	
UT	2013	1	270.58	272.24	
UT	2013	2	284.55	279.96	
UT	2013	3	289.88	286.23	
UT	2013	4	286.74	288.13	
UT	2014	1	291.33	292.53	
UT	2014	2	299.26	294.47	
UT	2014	3	298.69	295.21	
UT	2014	4	298.14	299.71	
UT	2015	1	307.10	307.91	
UT	2015	2	315.04	310.10	
UT	2015	3	320.01	316.59	
UT	2015	4	322.66	324.26	
UT	2016	1	329.79	330.37	
UT	2016	2	342.60	337.41	
VA	1991	1	100.00	100.00	
VA	1991	2	99.99	99.41	
VA	1991	3	99.53	98.99	
VA	1991	4	100.83	100.25	
VA	1992	1	101.53	101.54	
VA	1992	2	100.74	100.16	
VA	1992	3	101.73	101.14	
VA	1992	4	101.99	101.43	
VA	1993	1	101.23	101.23	
VA	1993	2	102.45	101.85	
VA	1993	3	102.70	102.06	
VA	1993	4	102.85	102.38	
VA	1994	1	102.96	102.93	
VA	1994	2	104.34	103.73	
VA	1994	3	105.15	104.44	
VA	1994	4	105.58	105.19	
VA	1995	1	105.18	105.11	
VA	1995	2	105.91	105.25	
VA	1995	3	106.63	105.90	
VA	1995	4	106.15	105.85	
VA	1996	1	106.94	106.81	
VA	1996	2	107.91	107.21	
VA	1996	3	108.51	107.78	
VA	1996	4	108.31	108.08	
VA	1997	1	109.33	109.19	
VA	1997	2	110.00	109.20	
VA	1997	3	110.41	109.67	
VA	1997	4	111.16	111.00	
VA	1998	1	111.20	111.07	
VA	1998	2	113.33	112.44	
VA	1998	3	113.95	113.16	
VA	1998	4	115.06	114.96	
VA	1999	1	117.47	117.41	
VA	1999	2	119.00	117.94	
VA	1999	3	120.63	119.74	
VA	1999	4	121.90	121.87	
VA	2000	1	123.79	123.82	
VA	2000	2	127.82	126.61	
VA	2000	3	130.07	129.01	
VA	2000	4	131.34	131.38	
VA	2001	1	134.81	134.95	
VA	2001	2	139.29	137.90	
VA	2001	3	142.41	141.14	
VA	2001	4	143.39	143.52	
VA	2002	1	146.39	146.57	
VA	2002	2	152.21	150.69	
VA	2002	3	155.41	153.96	
VA	2002	4	157.42	157.58	
VA	2003	1	161.27	161.51	
VA	2003	2	167.55	165.83	
VA	2003	3	172.31	170.76	
VA	2003	4	176.59	176.76	
VA	2004	1	181.46	181.70	
VA	2004	2	189.97	187.98	
VA	2004	3	197.66	195.93	
VA	2004	4	203.59	203.87	
VA	2005	1	211.19	211.37	
VA	2005	2	221.49	219.10	
VA	2005	3	229.34	227.31	
VA	2005	4	234.13	234.74	
VA	2006	1	239.85	239.95	
VA	2006	2	245.74	242.95	
VA	2006	3	245.76	243.47	
VA	2006	4	247.20	248.17	
VA	2007	1	249.12	249.30	
VA	2007	2	252.20	249.02	
VA	2007	3	249.00	246.60	
VA	2007	4	239.12	240.20	
VA	2008	1	235.93	236.48	
VA	2008	2	231.13	227.83	
VA	2008	3	225.22	222.91	
VA	2008	4	213.27	214.30	
VA	2009	1	214.25	215.24	
VA	2009	2	218.48	214.98	
VA	2009	3	217.39	215.00	
VA	2009	4	217.74	218.80	
VA	2010	1	210.85	212.40	
VA	2010	2	217.91	214.00	
VA	2010	3	211.98	209.55	
VA	2010	4	207.01	208.00	
VA	2011	1	201.92	203.86	
VA	2011	2	208.40	204.26	
VA	2011	3	208.43	206.14	
VA	2011	4	204.21	205.08	
VA	2012	1	204.48	206.72	
VA	2012	2	213.28	208.81	
VA	2012	3	213.62	211.38	
VA	2012	4	213.19	214.10	
VA	2013	1	213.05	215.31	
VA	2013	2	225.38	220.64	
VA	2013	3	223.42	221.24	
VA	2013	4	219.48	220.37	
VA	2014	1	220.46	222.53	
VA	2014	2	229.05	224.39	
VA	2014	3	227.14	225.11	
VA	2014	4	227.64	228.49	
VA	2015	1	227.19	229.00	
VA	2015	2	233.99	229.44	
VA	2015	3	234.08	232.22	
VA	2015	4	234.69	235.38	
VA	2016	1	236.15	237.80	
VA	2016	2	243.56	239.06	
VT	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	2	98.91	98.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	3	97.81	98.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	4	97.43	97.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	1	99.12	99.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	2	100.33	100.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	3	99.21	99.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	4	100.60	101.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	1	100.66	100.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	2	100.40	100.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	3	99.91	100.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	4	100.83	101.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	1	101.07	101.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	2	101.71	101.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	3	101.45	101.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	4	99.43	99.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	1	99.15	99.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	2	101.53	101.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	3	101.03	101.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	4	96.72	97.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	1	104.19	104.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	2	102.35	102.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	3	101.28	101.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	4	101.83	102.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	1	100.98	101.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	2	100.73	100.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	3	102.55	102.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	4	102.51	102.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	1	103.93	104.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	2	105.22	105.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	3	106.11	105.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	4	107.62	108.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	1	106.23	107.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	2	111.40	111.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	3	114.59	114.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	4	113.85	114.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	1	116.51	117.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	2	119.80	119.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	3	123.64	122.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	4	125.71	126.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	1	125.97	127.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	2	133.45	133.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	3	135.09	134.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	4	136.53	137.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	1	138.90	141.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	2	142.92	142.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	3	147.53	146.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	4	148.20	148.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	1	148.87	151.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	2	153.29	152.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	3	159.88	158.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	4	162.53	162.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	1	165.22	168.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	2	177.63	177.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	3	182.12	180.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	4	186.92	187.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	1	188.58	192.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	2	198.25	197.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	3	204.79	203.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	4	206.23	206.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	1	203.74	207.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	2	213.15	212.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	3	213.34	212.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	4	216.02	216.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	1	211.66	214.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	2	217.33	216.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	3	218.19	217.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	4	213.88	214.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	1	214.61	216.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	2	211.47	211.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	3	208.67	208.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	4	209.11	210.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	1	205.31	206.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	2	211.05	211.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	3	211.82	211.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	4	203.99	205.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	1	205.97	206.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	2	203.25	203.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	3	201.83	200.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	4	198.93	201.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	1	203.89	203.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	2	198.59	199.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	3	201.98	200.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	4	205.29	207.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	1	205.68	206.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	2	202.76	203.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	3	207.57	205.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	4	199.97	202.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	1	208.52	210.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
